数据范围,剧本ID,剧本名称,剧目类别,核心关系,核心主题,核心主题序号,次要主题集合,主题组合ID,主题组合,主题组合显示,主题数量,主题序号集合,x起点序号,x终点序号,网络密度,度中心化,内容量权重,主题证据词集合,主题_忠义家国,主题_政治权力,主题_婚恋姻缘,主题_家庭亲情,主题_公案冤狱,主题_除暴侠义,主题_战争武略,主题_恩怨报偿,主题_善恶转化,主题_礼教品格,主题_宗教祥瑞,主题_文人世情
全量,01040004,倒厅门,公案戏,亲属关系,家庭亲情,4,婚恋姻缘|除暴侠义,T030406,婚恋姻缘|家庭亲情|除暴侠义,婚恋姻缘 + 家庭亲情 + 除暴侠义,3,3|4|6,3,6,1.0,0,22.86,婚恋姻缘:妻、夫妻、关系先验:婚恋关系、成亲、类别先验:家庭戏|家庭亲情:父母、父、儿、母、类别先验:家庭戏|除暴侠义:盗、强盗、盗贼、虎,0,0,1,1,0,1,0,0,0,0,0,0
全量,01040005,万花船,家庭戏,婚恋关系,婚恋姻缘,3,宗教祥瑞|文人世情,T031112,婚恋姻缘|宗教祥瑞|文人世情,婚恋姻缘 + 宗教祥瑞 + 文人世情,3,3|11|12,3,12,0.857143,0.2,36.87,婚恋姻缘:小姐、钗、夫人、妻、夫妻|家庭亲情:女、母亲、子、儿、母子|宗教祥瑞:观音、仙、神|文人世情:文、状元、书、花、士,0,0,1,0,0,0,0,0,0,0,1,1
全量,01040006,金光阵,神怪戏,婚恋关系,婚恋姻缘,3,战争武略|恩怨报偿,T030708,婚恋姻缘|战争武略|恩怨报偿,婚恋姻缘 + 战争武略 + 恩怨报偿,3,3|7|8,3,8,1.0,0.0,21.34,婚恋姻缘:夫妻、夫妇、妻、关系先验:婚恋关系、夫人|战争武略:阵、战、出兵、类别先验:历史戏、关系先验:冲突关系|恩怨报偿:报仇、仇、恨、报、关系先验:冲突关系,0,0,1,0,0,0,1,1,0,0,0,0
全量,01040007,郑恩做亲,历史戏,权力关系,政治权力,2,婚恋姻缘|家庭亲情|恩怨报偿,T02030408,政治权力|婚恋姻缘|家庭亲情|恩怨报偿,政治权力 + 婚恋姻缘 + 家庭亲情 + 恩怨报偿,4,2|3|4|8,2,8,0.628205,0.340909,49.41,政治权力:登基、王、官、天子、关系先验:权力关系|婚恋姻缘:夫妇、洞房、夫妻、夫人、婚姻|家庭亲情:兄弟、父母、亲、女、类别先验:家庭戏|恩怨报偿:恩、报、类别先验:家庭戏、关系先验:亲属关系、仇,0,1,1,1,0,0,0,1,0,0,0,0
全量,02001001,天官赐福,神怪戏,婚恋关系,宗教祥瑞,11,善恶转化,T0911,善恶转化|宗教祥瑞,善恶转化 + 宗教祥瑞,2,9|11,9,11,1.0,0.0,22.34,宗教祥瑞:天官、神仙、神、仙、类别先验:神怪戏,0,0,0,0,0,0,0,0,1,0,1,0
全量,02001002,三多九如,神怪戏,权力关系,宗教祥瑞,11,善恶转化,T0911,善恶转化|宗教祥瑞,善恶转化 + 宗教祥瑞,2,9|11,9,11,1.0,0.0,17.6,宗教祥瑞:仙、寿、类别先验:神怪戏、神仙、天官,0,0,0,0,0,0,0,0,1,0,1,0
全量,02001003,福禄寿荣,神怪戏,亲属关系,宗教祥瑞,11,家庭亲情,T0411,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,4,11,1.0,0.0,24.64,家庭亲情:子、女、关系先验:亲属关系、儿|宗教祥瑞:仙、寿、类别先验:神怪戏、神,0,0,0,1,0,0,0,0,0,0,1,0
全量,02001004,遐龄永祝,神怪戏,权力关系,宗教祥瑞,11,善恶转化,T0911,善恶转化|宗教祥瑞,善恶转化 + 宗教祥瑞,2,9|11,9,11,0,0,24.98,宗教祥瑞:天官、仙、寿、类别先验:神怪戏、神仙,0,0,0,0,0,0,0,0,1,0,1,0
全量,02001005,风调雨顺,神怪戏,亲属关系,宗教祥瑞,11,家庭亲情,T0411,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,4,11,1.0,0.0,22.27,宗教祥瑞:仙、天官、佛、寿、类别先验:神怪戏,0,0,0,1,0,0,0,0,0,0,1,0
全量,02001008,财源辐辏,神怪戏,权力关系,宗教祥瑞,11,善恶转化,T0911,善恶转化|宗教祥瑞,善恶转化 + 宗教祥瑞,2,9|11,9,11,0,0,22.42,宗教祥瑞:天官、神、类别先验:神怪戏、祥瑞、仙,0,0,0,0,0,0,0,0,1,0,1,0
全量,02001009,八仙庆寿,神怪戏,亲属关系,宗教祥瑞,11,家庭亲情,T0411,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,4,11,1.0,0,26.58,家庭亲情:母、子、关系先验:亲属关系、儿、女|宗教祥瑞:仙、寿、类别先验:神怪戏、神,0,0,0,1,0,0,0,0,0,0,1,0
全量,02001013,文王卜卦,神怪戏,亲属关系,家庭亲情,4,宗教祥瑞,T0411,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,4,11,1.0,0,18.7,家庭亲情:父子、子、父、关系先验:亲属关系、儿|宗教祥瑞:梦、神、鬼,0,0,0,1,0,0,0,0,0,0,1,0
全量,02001016,太师回朝,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0,25.96,政治权力:太师、朝、王、宫、丞相|战争武略:出兵、兵、战、类别先验:历史戏、将,0,1,0,0,0,0,1,0,0,0,0,0
全量,02001017,太师托梦,神怪戏,权力关系,政治权力,2,战争武略|善恶转化|宗教祥瑞,T02070911,政治权力|战争武略|善恶转化|宗教祥瑞,政治权力 + 战争武略 + 善恶转化 + 宗教祥瑞,4,2|7|9|11,2,11,1.0,0.0,21.78,政治权力:太师、朝、王、帝、关系先验:权力关系|善恶转化:悔悟、悔、悟、归、恶|宗教祥瑞:托梦、梦、鬼、神、梦兆,0,1,0,0,0,0,1,0,1,0,1,0
全量,02001019,攻潼关,神怪戏,冲突关系,战争武略,7,家庭亲情|除暴侠义,T040607,家庭亲情|除暴侠义|战争武略,家庭亲情 + 除暴侠义 + 战争武略,3,4|6|7,4,7,0.0,0,27.62,家庭亲情:子、女、儿、关系先验:亲属关系、父子|除暴侠义:英雄、虎、关系先验:同盟关系、关系先验:冲突关系、寨|战争武略:关、兵、将、战、类别先验:历史戏|宗教祥瑞:雷、神、仙、妖、庙,0,0,0,1,0,1,1,0,0,0,0,0
全量,02001021,孝感天,家庭戏,亲属关系,战争武略,7,家庭亲情|礼教品格,T040710,家庭亲情|战争武略|礼教品格,家庭亲情 + 战争武略 + 礼教品格,3,4|7|10,4,10,0.666667,0.666667,35.02,忠义家国:朝纲、社稷、关系先验:权力关系、忠、义|家庭亲情:母、子、母亲、类别先验:家庭戏、关系先验:亲属关系|战争武略:用计、兵、城、计、将|礼教品格:孝、节、类别先验:家庭戏、关系先验:亲属关系、礼,0,0,0,1,0,0,1,0,0,1,0,0
全量,02001022,孝感天,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略|礼教品格,T03040710,婚恋姻缘|家庭亲情|战争武略|礼教品格,婚恋姻缘 + 家庭亲情 + 战争武略 + 礼教品格,4,3|4|7|10,3,10,0.6,0.666667,28.39,婚恋姻缘:夫妻、妻、关系先验:婚恋关系、类别先验:家庭戏|家庭亲情:母、母子、子、类别先验:家庭戏、关系先验:亲属关系|战争武略:将、兵、城、军、关系先验:权力关系|礼教品格:孝、节、类别先验:家庭戏、孝顺、关系先验:亲属关系,0,0,1,1,0,0,1,0,0,1,0,0
全量,02001023,孝感天,家庭戏,亲属关系,家庭亲情,4,礼教品格,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,1.0,0.0,27.19,家庭亲情:母子、母、子、类别先验:家庭戏、关系先验:亲属关系|礼教品格:孝、节、类别先验:家庭戏、尽孝、关系先验:亲属关系,0,0,0,1,0,0,0,0,0,1,0,0
全量,02001026,米注山,历史戏,权力关系,政治权力,2,家庭亲情|战争武略|恩怨报偿,T02040708,政治权力|家庭亲情|战争武略|恩怨报偿,政治权力 + 家庭亲情 + 战争武略 + 恩怨报偿,4,2|4|7|8,2,8,0.833333,0.333333,31.06,政治权力:君臣、王、臣、金殿、朝|家庭亲情:父子、子、父、父母、关系先验:亲属关系|战争武略:兵、将、军、将军、出兵|恩怨报偿:仇、报、怨、报仇、恨,0,1,0,1,0,0,1,1,0,0,0,0
全量,02001027,米注山,历史戏,亲属关系,家庭亲情,4,政治权力|战争武略,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,0.904762,0.133333,27.9,政治权力:太师、王、金殿、官、关系先验:权力关系|家庭亲情:父子、母子、子、母亲、亲|战争武略:将、兵、征战、关系先验:冲突关系、关系先验:权力关系,0,1,0,1,0,0,1,0,0,0,0,0
全量,02001028,米注山,历史戏,权力关系,除暴侠义,6,政治权力|战争武略,T020607,政治权力|除暴侠义|战争武略,政治权力 + 除暴侠义 + 战争武略,3,2|6|7,2,7,0.833333,0.333333,26.82,政治权力:君臣、王、臣、关系先验:权力关系、类别先验:历史戏|除暴侠义:英雄、豪杰、关系先验:冲突关系、虎|战争武略:战、将、兵、将军、大战,0,1,0,0,0,1,1,0,0,0,0,0
全量,02001030,连环阵,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0,33.69,战争武略:阵、将军、战、兵、将,0,1,0,0,0,0,1,0,0,0,0,0
全量,02001032,龙门山,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.833333,0.333333,33.37,政治权力:王、君臣、关系先验:权力关系、臣、类别先验:历史戏|战争武略:兵、战、将军、将、大战,0,1,0,0,0,0,1,0,0,0,0,0
全量,02001033,搜孤救孤,历史戏,冲突关系,家庭亲情,4,除暴侠义|战争武略|恩怨报偿,T04060708,家庭亲情|除暴侠义|战争武略|恩怨报偿,家庭亲情 + 除暴侠义 + 战争武略 + 恩怨报偿,4,4|6|7|8,4,8,0.571429,0.380952,33.23,家庭亲情:儿、子、关系先验:亲属关系、父、女|除暴侠义:义侠、侠、关系先验:同盟关系、虎|战争武略:将、计、类别先验:历史戏、关系先验:同盟关系、用计|恩怨报偿:仇、报、报仇、雪恨、恨,0,0,0,1,0,1,1,1,0,0,0,0
全量,02001034,搜孤救孤,历史戏,冲突关系,战争武略,7,家庭亲情|除暴侠义,T040607,家庭亲情|除暴侠义|战争武略,家庭亲情 + 除暴侠义 + 战争武略,3,4|6|7,4,7,0.52381,0.433333,24.52,家庭亲情:儿、子、母子、关系先验:亲属关系、家门|除暴侠义:义侠、侠、义士、关系先验:同盟关系|战争武略:将、将军、计、类别先验:历史戏、军,0,0,0,1,0,1,1,0,0,0,0,0
全量,02001044,西施,历史戏,审判与恩怨关系,恩怨报偿,8,忠义家国|政治权力|战争武略,T01020708,忠义家国|政治权力|战争武略|恩怨报偿,忠义家国 + 政治权力 + 战争武略 + 恩怨报偿,4,1|2|7|8,1,8,0.75,0.333333,51.68,忠义家国:亡国、救国、忠臣、忠、朝纲|政治权力:王、君臣、臣、宫、官|战争武略:将、战、兵、军、出兵|恩怨报偿:报仇、雪恨、仇、恨、恩,1,1,0,0,0,0,1,1,0,0,0,0
全量,02001046,装疯,历史戏,冲突关系,文人世情,12,政治权力|战争武略,T020712,政治权力|战争武略|文人世情,政治权力 + 战争武略 + 文人世情,3,2|7|12,2,12,1.0,0.0,26.31,战争武略:将、类别先验:历史戏、将军、关系先验:冲突关系、阵|文人世情:书、园、士、才、灯,0,1,0,0,0,0,1,0,0,0,0,1
全量,02001047,五雷阵,神怪戏,冲突关系,战争武略,7,政治权力|宗教祥瑞,T020711,政治权力|战争武略|宗教祥瑞,政治权力 + 战争武略 + 宗教祥瑞,3,2|7|11,2,11,0.7,0.5,19.43,政治权力:王、关系先验:权力关系、类别先验:历史戏、登基、圣旨|战争武略:阵、将、兵、类别先验:历史戏、关系先验:冲突关系|宗教祥瑞:雷、妖、鬼、神仙、仙,0,1,0,0,0,0,1,0,0,0,1,0
全量,02001048,五雷阵,神怪戏,冲突关系,战争武略,7,恩怨报偿|宗教祥瑞,T070811,战争武略|恩怨报偿|宗教祥瑞,战争武略 + 恩怨报偿 + 宗教祥瑞,3,7|8|11,7,11,1.0,0.0,16.68,战争武略:阵、将、兵、类别先验:历史戏、关系先验:冲突关系|恩怨报偿:报、恨、报仇、关系先验:冲突关系、关系先验:亲属关系|宗教祥瑞:雷、妖、鬼、仙,0,0,0,0,0,0,1,1,0,0,1,0
全量,02001049,五雷阵,神怪戏,冲突关系,宗教祥瑞,11,家庭亲情|战争武略,T040711,家庭亲情|战争武略|宗教祥瑞,家庭亲情 + 战争武略 + 宗教祥瑞,3,4|7|11,4,11,0.666667,0.666667,22.35,家庭亲情:亲、儿、父、关系先验:亲属关系、骨肉|战争武略:阵、将、类别先验:历史戏、战、关系先验:冲突关系|宗教祥瑞:雷、妖、鬼、梦、神,0,0,0,1,0,0,1,0,0,0,1,0
全量,02001050,五雷阵,神怪戏,冲突关系,宗教祥瑞,11,家庭亲情|战争武略,T040711,家庭亲情|战争武略|宗教祥瑞,家庭亲情 + 战争武略 + 宗教祥瑞,3,4|7|11,4,11,0.9,0.166667,20.83,政治权力:王、关系先验:权力关系、类别先验:历史戏|战争武略:阵、将、类别先验:历史戏、关系先验:冲突关系、关系先验:权力关系|宗教祥瑞:雷、妖、鬼、仙、神仙,0,0,0,1,0,0,1,0,0,0,1,0
全量,02001056,幻化,神怪戏,权力关系,礼教品格,10,家庭亲情|善恶转化,T040910,家庭亲情|善恶转化|礼教品格,家庭亲情 + 善恶转化 + 礼教品格,3,4|9|10,4,10,1.0,0,19.11,家庭亲情:类别先验:家庭戏、关系先验:亲属关系、子、儿|礼教品格:节、类别先验:家庭戏、关系先验:亲属关系、教、训,0,0,0,1,0,0,0,0,1,1,0,0
全量,02002005,大十面,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,21.31,战争武略:兵、阵、将、类别先验:历史戏、关系先验:冲突关系|宗教祥瑞:神、鬼、雷、梦,0,1,0,0,0,0,1,0,0,0,0,0
全量,02002007,韩信,历史戏,亲属关系,家庭亲情,4,婚恋姻缘|除暴侠义|恩怨报偿,T03040608,婚恋姻缘|家庭亲情|除暴侠义|恩怨报偿,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 恩怨报偿,4,3|4|6|8,3,8,1.0,0.0,56.97,婚恋姻缘:婚姻、夫妇、妻、夫妻、小姐|家庭亲情:母亲、母、兄弟、子、亲|除暴侠义:英雄、豪杰、除暴、关系先验:同盟关系、虎|恩怨报偿:报仇、仇、报、报恩、恩,0,0,1,1,0,1,0,1,0,0,0,0
全量,02002016,卓文君,家庭戏,权力关系,文人世情,12,政治权力|婚恋姻缘|家庭亲情,T02030412,政治权力|婚恋姻缘|家庭亲情|文人世情,政治权力 + 婚恋姻缘 + 家庭亲情 + 文人世情,4,2|3|4|12,2,12,0.7,0.5,46.47,政治权力:王、天子、官、帝、关系先验:权力关系|婚恋姻缘:小姐、夫妇、夫妻、郎、姻缘|家庭亲情:女、家门、类别先验:家庭戏、兄弟、父亲|文人世情:文、琴、才、书、才子,0,1,1,1,0,0,0,0,0,0,0,1
全量,02002017,昭君出塞,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,24.92,政治权力:王、帝、朝、宫、关系先验:权力关系|家庭亲情:女、子、关系先验:亲属关系、儿、父母|战争武略:将、兵、类别先验:历史戏、关、将军,0,1,0,0,0,0,1,0,0,0,0,0
全量,02002030,太行山,江湖戏,冲突关系,除暴侠义,6,政治权力|战争武略,T020607,政治权力|除暴侠义|战争武略,政治权力 + 除暴侠义 + 战争武略,3,2|6|7,2,7,1.0,0,23.09,政治权力:王、朝、类别先验:历史戏、金殿、关系先验:同盟关系|除暴侠义:英雄、山寨、关系先验:同盟关系、寨、关系先验:冲突关系|战争武略:兵、类别先验:历史戏、关系先验:冲突关系、将、关系先验:同盟关系,0,1,0,0,0,1,1,0,0,0,0,0
全量,02002032,汉忠烈,公案戏,权力关系,忠义家国,1,政治权力|除暴侠义,T010206,忠义家国|政治权力|除暴侠义,忠义家国 + 政治权力 + 除暴侠义,3,1|2|6,1,6,0.333333,0.5,41.55,忠义家国:忠烈、忠、烈、报国、义|政治权力:皇帝、帝、圣旨、官、朝廷|家庭亲情:母亲、子、女、父、母|除暴侠义:除暴、除奸、虎、盗,1,1,0,0,0,1,0,0,0,0,0,0
全量,02002033,汉忠烈,公案戏,审判与恩怨关系,忠义家国,1,公案冤狱|礼教品格,T010510,忠义家国|公案冤狱|礼教品格,忠义家国 + 公案冤狱 + 礼教品格,3,1|5|10,1,10,0,0,47.62,忠义家国:忠烈、忠、烈、义|家庭亲情:子、父、母、女、兄弟|公案冤狱:告状、状、冤、公案、伸冤,1,0,0,0,1,0,0,0,0,1,0,0
全量,02002034,汉忠烈,公案戏,权力关系,忠义家国,1,政治权力,T0102,忠义家国|政治权力,忠义家国 + 政治权力,2,1|2,1,2,0,0,38.34,忠义家国:忠烈、忠、烈、忠义、关系先验:权力关系|政治权力:圣旨、王、权臣、朝廷、关系先验:权力关系,1,1,0,0,0,0,0,0,0,0,0,0
全量,02002035,汉忠烈,公案戏,亲属关系,忠义家国,1,家庭亲情|除暴侠义,T010406,忠义家国|家庭亲情|除暴侠义,忠义家国 + 家庭亲情 + 除暴侠义,3,1|4|6,1,6,1.0,0.0,34.74,忠义家国:忠烈、忠、烈、关系先验:同盟关系、义|家庭亲情:父、女、子、亲、父子|除暴侠义:强盗、山寨、盗、寨、虎,1,0,0,1,0,1,0,0,0,0,0,0
全量,02003001,斩熊虎,江湖戏,婚恋关系,除暴侠义,6,婚恋姻缘|战争武略,T030607,婚恋姻缘|除暴侠义|战争武略,婚恋姻缘 + 除暴侠义 + 战争武略,3,3|6|7,3,7,1.0,0.0,22.11,婚恋姻缘:洞房、妻、夫妻、关系先验:婚恋关系、成亲|除暴侠义:豪杰、虎、英雄、除奸、关系先验:冲突关系|战争武略:将、关、关系先验:冲突关系,0,0,1,0,0,1,1,0,0,0,0,0
全量,02003003,捉放曹,历史戏,权力关系,政治权力,2,公案冤狱,T0205,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,2,5,0.833333,0.333333,24.42,政治权力:丞相、宫、王、太师、帝|公案冤狱:公堂、公案、关系先验:权力关系、冤、案,0,1,0,0,1,0,0,0,0,0,0,0
全量,02003004,捉放曹,历史戏,权力关系,政治权力,2,战争武略|善恶转化,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,1.0,0.0,27.76,政治权力:丞相、宫、王、帝、臣|善恶转化:误杀、悔、归、错杀、降,0,1,0,0,0,0,1,0,1,0,0,0
全量,02003005,斩华雄,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,1.0,0,35.23,忠义家国:忠、朝纲、义、类别先验:历史戏、关系先验:同盟关系|战争武略:将、战、关、将军、兵,1,0,0,0,0,0,1,0,0,0,0,0
全量,02003006,虎牢关,历史戏,冲突关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,1.0,0.0,25.94,战争武略:战、将、关、阵、将军|恩怨报偿:报仇、仇、报、关系先验:冲突关系、关系先验:亲属关系,0,0,0,0,0,0,1,1,0,0,0,0
全量,02003013,凤凰台,历史戏,冲突关系,除暴侠义,6,战争武略,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,1.0,0,28.98,家庭亲情:父、子、母、女、亲|除暴侠义:山寨、英雄、寨、类别先验:江湖戏、除暴|战争武略:大战、将、战、兵、计,0,0,0,0,0,1,1,0,0,0,0,0
全量,02003021,骂曹饯行,历史戏,权力关系,礼教品格,10,政治权力,T0210,政治权力|礼教品格,政治权力 + 礼教品格,2,2|10,2,10,0.666667,0.666667,23.2,政治权力:丞相、关系先验:权力关系、类别先验:历史戏、臣、关系先验:同盟关系|礼教品格:骂曹、骂、节、孝、礼,0,1,0,0,0,0,0,0,0,1,0,0
全量,02003022,打吉平,历史戏,审判与恩怨关系,公案冤狱,5,政治权力|恩怨报偿,T020508,政治权力|公案冤狱|恩怨报偿,政治权力 + 公案冤狱 + 恩怨报偿,3,2|5|8,2,8,1.0,0,27.31,政治权力:臣、关系先验:权力关系、类别先验:历史戏、官、天子|公案冤狱:公堂、审、关系先验:权力关系、冤|恩怨报偿:恨、关系先验:冲突关系、报应、报、关系先验:亲属关系,0,1,0,0,1,0,0,1,0,0,0,0
全量,02003030,徐母骂曹,历史戏,亲属关系,礼教品格,10,家庭亲情|战争武略,T040710,家庭亲情|战争武略|礼教品格,家庭亲情 + 战争武略 + 礼教品格,3,4|7|10,4,10,1.0,0.0,27.38,家庭亲情:母亲、母、亲、子、儿|战争武略:用计、将、计、关系先验:冲突关系、将军|礼教品格:骂曹、骂、教、孝、节,0,0,0,1,0,0,1,0,0,1,0,0
全量,02003033,汉阳院,历史戏,权力关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,0.542484,0.382353,37.95,政治权力:丞相、君臣、关系先验:权力关系、类别先验:历史戏、臣|战争武略:军师、将军、军、兵、关|善恶转化:归降、投诚、降、投、归,0,0,0,0,0,0,1,0,1,0,0,0
全量,02004001,龙凤呈祥,历史戏,婚恋关系,战争武略,7,婚恋姻缘|家庭亲情,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,0.694444,0.392857,35.02,政治权力:宫、关系先验:权力关系、天子、类别先验:历史戏、君臣|婚恋姻缘:夫人、姻缘、配、夫妻、关系先验:婚恋关系|家庭亲情:亲、母、子、女、关系先验:亲属关系|战争武略:将军、将、计、长坂坡、军,0,0,1,1,0,0,1,0,0,0,0,0
全量,02004002,龙凤呈祥,历史戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,0.8,0.3,33.49,婚恋姻缘:洞房、夫妇、夫人、郎、夫妻|战争武略:计、兵、将军、军师、将,0,0,1,1,0,0,1,0,0,0,0,0
全量,02004004,取西川,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,1.0,0.0,28.55,战争武略:军师、战、将、将军、军|善恶转化:归降、降、归、善、归顺,0,0,0,0,0,0,1,0,1,0,0,0
全量,02004008,反西凉,历史戏,审判与恩怨关系,恩怨报偿,8,战争武略,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.6,0.25,30.59,战争武略:兵、将、军、将军、类别先验:历史戏|恩怨报偿:报仇、仇、报、冤仇、关系先验:冲突关系,0,0,0,0,0,0,1,1,0,0,0,0
全量,02004018,战合肥,历史戏,冲突关系,战争武略,7,除暴侠义,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,1.0,0.0,35.48,除暴侠义:英雄、豪杰、虎、盗贼、关系先验:冲突关系|战争武略:将军、战、兵、将、军,0,0,0,0,0,1,1,0,0,0,0,0
全量,02004020,瓦口关,历史戏,冲突关系,战争武略,7,除暴侠义,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,0.666667,0.5,32.66,战争武略:将军、战、关、将、阵,0,0,0,0,0,1,1,0,0,0,0,0
全量,02004028,造白袍,历史戏,审判与恩怨关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.5,0.416667,27.18,战争武略:出兵、兵、将、关、类别先验:历史戏|恩怨报偿:报仇、复仇、仇、报、关系先验:审判与恩怨关系,0,0,0,0,0,0,1,1,0,0,0,0
全量,02004029,造白袍,历史戏,审判与恩怨关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.47619,0.5,28.47,战争武略:出兵、兵、将、关、将军|恩怨报偿:报仇、复仇、仇、报、冤仇,0,0,0,0,0,0,1,1,0,0,0,0
全量,02004047,撤兵增灶,历史戏,权力关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,41.33,政治权力:丞相、圣旨、王、朝、天子|战争武略:退兵、兵、将军、军、计,0,1,0,0,0,0,1,0,0,0,0,0
全量,02004052,定中原,历史戏,权力关系,政治权力,2,家庭亲情|战争武略,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,0.866667,0.2,28.89,忠义家国:社稷、义、忠、类别先验:历史戏、关系先验:权力关系|政治权力:太师、臣、朝、金殿、宫|家庭亲情:兄弟、父、女、儿、子|战争武略:战、兵、将、类别先验:历史戏、关系先验:冲突关系,0,1,0,1,0,0,1,0,0,0,0,0
全量,02004053,探营,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0,18.71,政治权力:丞相、封侯、帝、关系先验:权力关系、类别先验:历史戏|战争武略:军、将、类别先验:历史戏、关系先验:冲突关系、关系先验:同盟关系,0,1,0,0,0,0,1,0,0,0,0,0
全量,02005002,观容,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0.0,20.16,婚恋姻缘:夫妇、妻、类别先验:家庭戏|家庭亲情:兄弟、子、母子、类别先验:家庭戏、关系先验:亲属关系,0,0,1,1,0,0,0,0,0,0,0,0
全量,02005006,九莲灯,公案戏,审判与恩怨关系,宗教祥瑞,11,公案冤狱,T0511,公案冤狱|宗教祥瑞,公案冤狱 + 宗教祥瑞,2,5|11,5,11,0,0,31.45,婚恋姻缘:小姐、洞房、妻、关系先验:婚恋关系|公案冤狱:审问、入狱、狱、审、判|宗教祥瑞:莲灯、仙、神、庙、类别先验:神怪戏,0,0,0,0,1,0,0,0,0,0,1,0
全量,02005007,九莲灯,公案戏,审判与恩怨关系,宗教祥瑞,11,公案冤狱,T0511,公案冤狱|宗教祥瑞,公案冤狱 + 宗教祥瑞,2,5|11,5,11,0,0,30.97,婚恋姻缘:小姐、洞房、妻、关系先验:婚恋关系、夫人|公案冤狱:审问、入狱、狱、审、判|宗教祥瑞:莲灯、仙、神、庙、类别先验:神怪戏,0,0,0,0,1,0,0,0,0,0,1,0
全量,02005008,九莲灯,家庭戏,婚恋关系,宗教祥瑞,11,公案冤狱,T0511,公案冤狱|宗教祥瑞,公案冤狱 + 宗教祥瑞,2,5|11,5,11,0,0,32.85,婚恋姻缘:小姐、洞房、妻、关系先验:婚恋关系、婚姻|公案冤狱:审问、入狱、狱、审、判|宗教祥瑞:莲灯、仙、神、庙、类别先验:神怪戏,0,0,0,0,1,0,0,0,0,0,1,0
全量,02005009,九莲灯,家庭戏,婚恋关系,宗教祥瑞,11,婚恋姻缘|公案冤狱,T030511,婚恋姻缘|公案冤狱|宗教祥瑞,婚恋姻缘 + 公案冤狱 + 宗教祥瑞,3,3|5|11,3,11,0,0,34.04,婚恋姻缘:小姐、洞房、妻、姻缘、夫妻|公案冤狱:审问、入狱、狱、审、判|宗教祥瑞:莲灯、仙、神、庙、类别先验:神怪戏,0,0,1,0,1,0,0,0,0,0,1,0
